Rank,Title,Year,Rating,Runtime,Genre,User Rating,Metacritic
325,Cloverfield,2008,PG-13,85 min,"Action, Horror, Sci-Fi",7.0,64
326,The Call,2020,TV-MA,112 min,"Crime, Horror, Mystery",7.1,
327,Terminator 3: Rise of the Machines,2003,R,109 min,"Action, Sci-Fi",6.3,66
328,The Bad Batch,2016,R,118 min,"Action, Horror, Mystery",5.3,62
329,The VelociPastor,2018, ,75 min,"Action, Adventure, Comedy",5.1,
330,The Ruins,2008,R,90 min,"Adventure, Fantasy, Horror",5.9,44
331,Fantastic Four,I 2005,PG-13,106 min,"Action, Adventure, Fantasy",5.7,40
332,Close Encounters of the Third Kind,1977,PG,138 min,"Drama, Sci-Fi",7.6,90
333,Planet of the Apes,1968,G,112 min,"Adventure, Sci-Fi",8.0,79
334,The Matrix Revolutions,2003,R,129 min,"Action, Sci-Fi",6.7,47
335,Mr. Nobody,2009,R,141 min,"Drama, Fantasy, Romance",7.8,63
336,Brazil,1985,R,132 min,"Drama, Sci-Fi",7.9,84
337,The Fly,1986,R,96 min,"Drama, Horror, Sci-Fi",7.6,79
338,Isle of Dogs,2018,PG-13,101 min,"Animation, Adventure, Comedy",7.9,82
339,Come True,2020,Unrated,105 min,"Horror, Sci-Fi",5.9,68
340,Alien: Resurrection,1997,R,109 min,"Action, Horror, Sci-Fi",6.2,63
341,Planet of the Apes,2001,PG-13,119 min,"Action, Adventure, Sci-Fi",5.7,50
342,Deep Impact,1998,PG-13,120 min,"Action, Drama, Sci-Fi",6.2,40
343,Gattaca,1997,PG-13,106 min,"Drama, Sci-Fi, Thriller",7.8,64
344,The Wolverine,2013,PG-13,126 min,"Action, Sci-Fi",6.7,61
345,Jurassic Park III,2001,PG-13,92 min,"Action, Adventure, Sci-Fi",5.9,42
346,Jupiter Ascending,2015,PG-13,127 min,"Action, Adventure, Sci-Fi",5.3,40
347,Psycho Goreman,2020,Not Rated,95 min,"Comedy, Horror, Sci-Fi",6.3,67
348,Melancholia,2011,R,135 min,"Drama, Sci-Fi",7.2,80
349,Little Shop of Horrors,1986,PG-13,94 min,"Comedy, Horror, Musical",7.0,81
350,The World's End,2013,R,109 min,"Comedy, Sci-Fi",7.0,81
351,Cars 2,2011,G,106 min,"Animation, Adventure, Comedy",6.1,57
352,Ralph Breaks the Internet,2018,PG,112 min,"Animation, Adventure, Comedy",7.0,71
353,Star Trek II: The Wrath of Khan,1982,PG,113 min,"Action, Adventure, Sci-Fi",7.7,67
354,X-Men: The Last Stand,2006,PG-13,104 min,"Action, Adventure, Sci-Fi",6.7,58
355,Akira,1988,R,124 min,"Animation, Action, Drama",8.0,
356,Maze Runner: The Death Cure,2018,PG-13,143 min,"Action, Adventure, Sci-Fi",6.3,50
357,Journey to the Center of the Earth,2008,PG,93 min,"Action, Adventure, Family",5.8,57
358,The Island,2005,PG-13,136 min,"Action, Sci-Fi, Thriller",6.8,50
359,Super Mario Bros.,1993,PG,104 min,"Adventure, Comedy, Family",4.1,35
360,28 Weeks Later,2007,R,100 min,"Horror, Sci-Fi",7.0,78
361,Tank Girl,1995,R,104 min,"Action, Comedy, Sci-Fi",5.4,46
362,What Happened to Monday,2017,TV-MA,123 min,"Action, Crime, Fantasy",6.9,47
363,The Abyss,1989,PG-13,140 min,"Adventure, Drama, Mystery",7.5,62
364,Species,1995,R,108 min,"Action, Horror, Sci-Fi",5.8,49
365,Logan's Run,1976,PG,119 min,"Action, Adventure, Sci-Fi",6.8,53
366,War for the Planet of the Apes,2017,PG-13,140 min,"Action, Adventure, Drama",7.4,82
367,Underworld: Blood Wars,2016,R,91 min,"Action, Adventure, Fantasy",5.8,23
368,Waterworld,1995,PG-13,135 min,"Action, Adventure, Sci-Fi",6.2,56
369,Soylent Green,1973,PG,97 min,"Crime, Mystery, Sci-Fi",7.1,66
370,"I, Robot",2004,PG-13,115 min,"Action, Drama, Sci-Fi",7.1,59
371,DC League of Super-Pets,2022, , ,"Animation, Action, Adventure", ,
372,Predator 2,1990,R,108 min,"Action, Horror, Sci-Fi",6.3,46
373,Lifeforce,1985,R,101 min,"Action, Horror, Mystery",6.2,50
374,Predators,2010,R,107 min,"Action, Adventure, Sci-Fi",6.4,51
375,The League of Extraordinary Gentlemen,2003,PG-13,110 min,"Action, Adventure, Fantasy",5.8,30
376,Total Recall,I 2012,PG-13,118 min,"Action, Adventure, Sci-Fi",6.2,43
377,Star Trek: The Motion Picture,1979,G,132 min,"Adventure, Mystery, Sci-Fi",6.4,48
378,Battle Royale,2000,Not Rated,114 min,"Action, Adventure, Drama",7.6,81
379,Flash Gordon,1980,PG,111 min,"Action, Adventure, Sci-Fi",6.5,58
380,Paul,2011,R,104 min,"Adventure, Comedy, Sci-Fi",7.0,57
381,Mad Max 2,1981,R,96 min,"Action, Adventure, Sci-Fi",7.6,77
382,Treasure Planet,2002,PG,95 min,"Animation, Adventure, Family",7.2,60
383,Blade: Trinity,2004,R,113 min,"Action, Adventure, Fantasy",5.8,38
384,I Am Your Man,2021, ,105 min,"Comedy, Romance, Sci-Fi",7.1,79
385,The Watch,I 2012,R,102 min,"Comedy, Sci-Fi",5.7,36
386,Sonic the Hedgehog 2,2022, , ,"Animation, Action, Adventure", ,
387,Project Power,2020,R,113 min,"Action, Crime, Sci-Fi",6.0,51
388,Monsters vs. Aliens,2009,PG,94 min,"Animation, Action, Adventure",6.4,56
389,Dark City,1998,R,100 min,"Fantasy, Mystery, Sci-Fi",7.6,66
390,Barbarella,1968,Approved,98 min,"Adventure, Comedy, Fantasy",5.9,51
391,The Addams Family 2,2021, , ,"Animation, Adventure, Comedy", ,
392,Underworld: Awakening,2012,R,88 min,"Action, Fantasy, Horror",6.3,39
393,The Circle,I 2017,PG-13,110 min,"Drama, Sci-Fi, Thriller",5.3,43
394,Colossal,2016,R,109 min,"Comedy, Drama, Fantasy",6.2,70
395,Men in Black II,2002,PG-13,88 min,"Action, Adventure, Comedy",6.2,49
396,Real Steel,2011,PG-13,127 min,"Action, Drama, Sci-Fi",7.0,56
397,Despicable Me 2,2013,PG,98 min,"Animation, Adventure, Comedy",7.3,62
398,Power Rangers,2017,PG-13,124 min,"Action, Adventure, Sci-Fi",5.9,44
399,Despicable Me 3,2017,PG,89 min,"Animation, Adventure, Comedy",6.3,49
400,Minions,2015,PG,91 min,"Animation, Adventure, Comedy",6.4,56
401,Cowboys & Aliens,2011,PG-13,119 min,"Action, Sci-Fi, Thriller",6.0,50
402,Lost in Space,1998,PG-13,130 min,"Action, Adventure, Family",5.2,42
403,Fantastic Four,, , ,"Action, Adventure, Comedy", ,
404,Rampage,2018,PG-13,107 min,"Action, Adventure, Sci-Fi",6.1,45
405,Coneheads,1993,PG,88 min,"Comedy, Sci-Fi",5.3,49
406,The Return of the Living Dead,1985,R,91 min,"Comedy, Horror, Sci-Fi",7.3,66
407,Disaster Movie,2008,PG-13,87 min,"Comedy, Sci-Fi",1.9,15
408,X2: X-Men United,2003,PG-13,134 min,"Action, Sci-Fi, Thriller",7.4,68
409,Resident Evil: Apocalypse,2004,R,94 min,"Action, Horror, Sci-Fi",6.2,35
410,Ghostbusters II,1989,PG,108 min,"Action, Comedy, Fantasy",6.6,56
411,Teenage Mutant Ninja Turtles,2014,PG-13,101 min,"Action, Adventure, Comedy",5.8,31
412,Ron's Gone Wrong,2021,PG, ,"Animation, Adventure, Comedy",7.1,
413,Deep Blue Sea,1999,R,105 min,"Action, Adventure, Sci-Fi",5.9,54
414,The Saint,1997,PG-13,116 min,"Action, Adventure, Romance",6.2,50
415,Tomorrowland,2015,PG,130 min,"Action, Adventure, Family",6.4,60
416,Megamind,2010,PG,95 min,"Animation, Action, Comedy",7.2,63
417,Scanners,1981,R,103 min,"Horror, Sci-Fi, Thriller",6.8,60
418,Mighty Morphin Power Rangers: The Movie,1995,PG,95 min,"Action, Adventure, Family",5.2,40
419,Fried Barry,2020, ,99 min,"Comedy, Horror, Sci-Fi",5.7,
420,Captive State,2019,PG-13,109 min,"Action, Horror, Sci-Fi",6.0,54
421,Spies in Disguise,2019,PG,102 min,"Animation, Action, Adventure",6.8,54
422,Vanilla Sky,2001,R,136 min,"Fantasy, Mystery, Romance",6.9,45
423,Maze Runner: The Scorch Trials,2015,PG-13,131 min,"Action, Adventure, Sci-Fi",6.3,43
424,The Dark Tower,2017,PG-13,95 min,"Action, Adventure, Fantasy",5.6,34
425,Beyond Skyline,2017,R,106 min,"Action, Adventure, Sci-Fi",5.3,46
426,What Lies Below,2020,TV-MA,87 min,"Horror, Mystery, Sci-Fi",4.3,35
427,The Running Man,1987,R,101 min,"Action, Sci-Fi, Thriller",6.7,45
428,1984,1984,R,113 min,"Drama, Sci-Fi",7.1,67
429,Evangelion: 3.0+1.01 Thrice Upon a Time,2021, ,154 min,"Animation, Action, Drama",8.2,
430,Dawn of the Planet of the Apes,2014,PG-13,130 min,"Action, Adventure, Drama",7.6,79
431,Wild Wild West,1999,PG-13,106 min,"Action, Comedy, Sci-Fi",4.9,38
432,Let Us In,2021, ,84 min,"Horror, Sci-Fi",4.1,
433,Artemis Fowl,2020,PG,95 min,"Adventure, Family, Fantasy",4.2,31
434,Equilibrium,2002,R,107 min,"Action, Drama, Sci-Fi",7.4,33
435,Stalker,1979,Not Rated,162 min,"Drama, Sci-Fi",8.1,
436,WarGames,1983,PG,114 min,"Action, Adventure, Drama",7.1,77
437,The Iron Giant,1999,PG,86 min,"Animation, Action, Adventure",8.0,85
438,Mystery Men,1999,PG-13,121 min,"Action, Comedy, Fantasy",6.1,65
439,2067,2020,Not Rated,114 min,Sci-Fi,4.9,39
440,Resident Evil: The Final Chapter,2016,R,107 min,"Action, Horror, Sci-Fi",5.5,49
441,Sorry to Bother You,2018,R,112 min,"Comedy, Fantasy, Sci-Fi",6.9,80
442,Sputnik,2020,Not Rated,113 min,"Drama, Horror, Sci-Fi",6.4,61
443,Alien vs. Predator,2004,PG-13,101 min,"Action, Adventure, Horror",5.6,29
444,Archive,2020,TV-MA,109 min,"Drama, Mystery, Sci-Fi",6.4,67
445,Assassin's Creed,2016,PG-13,115 min,"Action, Adventure, Sci-Fi",5.7,36
446,Piranha 3DD,2012,R,83 min,"Comedy, Horror, Sci-Fi",3.7,24
447,Terminator Salvation,2009,PG-13,115 min,"Action, Sci-Fi",6.5,49
448,Hollow Man,2000,R,112 min,"Action, Horror, Sci-Fi",5.8,24
449,Cocoon,1985,PG-13,117 min,"Comedy, Drama, Sci-Fi",6.7,65
450,Freaks,2018,R,105 min,"Drama, Mystery, Sci-Fi",6.7,63
451,The Dead Zone,1983,R,103 min,"Drama, Horror, Sci-Fi",7.2,69
452,Pacific Rim: Uprising,2018,PG-13,111 min,"Action, Adventure, Sci-Fi",5.6,44
453,Extinction,2018,TV-MA,95 min,"Action, Drama, Sci-Fi",5.8,40
454,Small Soldiers,1998,PG-13,110 min,"Action, Adventure, Comedy",6.2,
455,Pandorum,2009,R,108 min,"Action, Horror, Mystery",6.7,28
456,Over the Moon,2020,PG,95 min,"Animation, Adventure, Comedy",6.4,60
457,Robots,2005,PG,91 min,"Animation, Adventure, Comedy",6.3,64
458,Cloudy with a Chance of Meatballs,2009,PG,90 min,"Animation, Adventure, Comedy",6.9,66
459,Ender's Game,2013,PG-13,114 min,"Action, Adventure, Fantasy",6.6,51
460,The Thing,I 2011,R,103 min,"Horror, Mystery, Sci-Fi",6.2,49
461,Rise of the Planet of the Apes,2011,PG-13,105 min,"Action, Drama, Sci-Fi",7.5,68
462,Superman II,1980,PG,127 min,"Action, Adventure, Sci-Fi",6.8,83
463,Hardcore Henry,2015,R,96 min,"Action, Adventure, Sci-Fi",6.7,51
464,Videodrome,1983,R,87 min,"Horror, Sci-Fi, Thriller",7.2,60
465,Howard the Duck,1986,PG,110 min,"Action, Adventure, Comedy",4.7,28
466,Westworld,1973,PG,88 min,"Action, Sci-Fi, Thriller",7.0,77
467,The House with a Clock in Its Walls,2018,PG,105 min,"Comedy, Family, Fantasy",6.1,57
468,"Dude, Where's My Car?",2000,PG-13,83 min,"Comedy, Mystery, Sci-Fi",5.5,30
469,Okja,2017,TV-MA,120 min,"Action, Adventure, Drama",7.3,75
470,Real Genius,1985,PG,108 min,"Comedy, Romance, Sci-Fi",7.0,71
471,Skyline,2010,PG-13,92 min,"Action, Sci-Fi, Thriller",4.4,26
472,Cube,1997,R,90 min,"Drama, Mystery, Sci-Fi",7.2,61
473,Jumper,2008,PG-13,88 min,"Action, Adventure, Sci-Fi",6.1,35
474,Never Let Me Go,2010,R,103 min,"Drama, Romance, Sci-Fi",7.1,69
475,Parallel,II 2018, ,104 min,"Drama, Sci-Fi, Thriller",5.8,
476,Splinter,I 2008,R,82 min,"Horror, Sci-Fi, Thriller",6.1,58
477,The Time Machine,2002,PG-13,96 min,"Action, Adventure, Sci-Fi",6.0,42
478,Happy Death Day 2U,2019,PG-13,100 min,"Comedy, Horror, Mystery",6.2,57
479,The Unhealer,2020, ,94 min,"Horror, Sci-Fi, Thriller",4.5,
480,It Comes at Night,2017,R,91 min,"Horror, Mystery, Sci-Fi",6.2,78
481,Land of the Lost,2009,PG-13,102 min,"Action, Adventure, Comedy",5.3,32
482,In the Shadow of the Moon,2019,TV-MA,115 min,"Crime, Mystery, Sci-Fi",6.2,48
483,Chronicle,2012,PG-13,84 min,"Adventure, Drama, Sci-Fi",7.0,69
484,Slither,2006,R,95 min,"Comedy, Horror, Sci-Fi",6.5,69
485,Criminal,2016,R,113 min,"Action, Sci-Fi, Thriller",6.3,36
486,Space Sweepers,2021,TV-MA,136 min,"Action, Adventure, Drama",6.6,64
487,Gamer,2009,R,95 min,"Action, Sci-Fi, Thriller",5.8,27
488,The Fountain,2006,PG-13,97 min,"Drama, Mystery, Romance",7.2,51
489,Mac and Me,1988,PG,99 min,"Adventure, Family, Fantasy",3.4,26
490,Solaris,1972,PG,167 min,"Drama, Mystery, Sci-Fi",8.1,90
491,Triangle,2009,R,99 min,"Fantasy, Mystery, Sci-Fi",6.9,
492,In the Tall Grass,2019,TV-MA,101 min,"Horror, Mystery, Sci-Fi",5.4,46
493,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,112 min,"Action, Adventure, Comedy",6.0,40
494,Blade II,2002,R,117 min,"Action, Fantasy, Horror",6.7,52
495,Primer,2004,PG-13,77 min,"Drama, Sci-Fi, Thriller",6.9,68
496,The Adjustment Bureau,2011,PG-13,106 min,"Romance, Sci-Fi, Thriller",7.0,60
497,I Am Mother,2019,TV-14,113 min,"Drama, Mystery, Sci-Fi",6.7,64
498,Ghost in the Shell,1995,TV-MA,83 min,"Animation, Action, Crime",8.0,76
499,Blast from the Past,1999,PG-13,112 min,"Comedy, Drama, Romance",6.6,48
500,R.I.P.D.,2013,PG-13,96 min,"Action, Adventure, Comedy",5.6,25
501,24 Hours to Live,2017,R,93 min,"Action, Sci-Fi, Thriller",5.8,37
502,The Divergent Series: Insurgent,2015,PG-13,119 min,"Action, Adventure, Sci-Fi",6.2,42
503,Child's Play,2019,R,90 min,"Drama, Horror, Sci-Fi",5.8,48
504,Aliens vs. Predator: Requiem,2007,R,94 min,"Action, Adventure, Fantasy",4.6,29
505,The Cloverfield Paradox,2018,PG-13,102 min,"Action, Horror, Sci-Fi",5.5,37
506,Allegiant,2016,PG-13,120 min,"Action, Adventure, Mystery",5.7,33
507,Downsizing,2017,R,135 min,"Drama, Fantasy, Sci-Fi",5.7,63
508,Kung Fury 2,2022, , ,"Action, Comedy, Crime", ,
509,After Earth,2013,PG-13,100 min,"Action, Adventure, Sci-Fi",4.8,33
510,Samaritan,2021, , ,"Action, Drama, Fantasy", ,
511,Resident Evil: Retribution,2012,R,95 min,"Action, Horror, Sci-Fi",5.4,39
512,A Cure for Wellness,2016,R,146 min,"Drama, Fantasy, Horror",6.4,47
513,Jiu Jitsu,2020,R,102 min,"Action, Sci-Fi, Thriller",2.9,27
514,Next,2007,PG-13,96 min,"Action, Sci-Fi, Thriller",6.2,42
515,The Time Traveler's Wife,2009,PG-13,107 min,"Drama, Fantasy, Romance",7.1,47
516,The Man from Earth,2007,Not Rated,87 min,"Drama, Fantasy, Mystery",7.9,
517,Level 16,2018,Not Rated,102 min,"Drama, Sci-Fi, Thriller",6.0,46
518,Journey 2: The Mysterious Island,2012,PG,94 min,"Action, Adventure, Comedy",5.8,41
519,Pixels,2015,PG-13,105 min,"Action, Comedy, Fantasy",5.5,27
520,Knowing,2009,PG-13,121 min,"Action, Drama, Sci-Fi",6.2,41
521,The Vast of Night,2019,PG-13,91 min,"Drama, Mystery, Sci-Fi",6.7,84
522,Innerspace,1987,PG,120 min,"Action, Adventure, Comedy",6.8,66
523,Meet the Robinsons,2007,G,95 min,"Animation, Adventure, Comedy",6.8,61
524,The Blackout,2019,TV-MA,127 min,"Action, Drama, Sci-Fi",6.1,
525,Short Circuit,1986,PG,98 min,"Comedy, Family, Sci-Fi",6.7,50
526,Death Race,2008,R,105 min,"Action, Sci-Fi, Thriller",6.3,43
527,Spy Kids,2001,PG,88 min,"Action, Adventure, Comedy",5.5,71
528,A Wrinkle in Time,2018,PG,109 min,"Adventure, Family, Fantasy",4.2,53
529,Superhero Movie,2008,PG-13,75 min,"Action, Comedy, Sci-Fi",4.6,33
530,Meander,2020, ,90 min,"Drama, Horror, Sci-Fi",6.0,
531,Time Trap,2017,Not Rated,87 min,"Action, Adventure, Mystery",6.3,46
532,Twilight Zone: the Movie,1983,PG,101 min,"Horror, Sci-Fi",6.5,44
533,Chappie,2015,R,120 min,"Action, Crime, Drama",6.8,41
534,Hellboy II: The Golden Army,2008,PG-13,120 min,"Action, Adventure, Fantasy",7.0,78
535,Justice Society: World War II,2021,PG-13,84 min,"Animation, Action, Adventure",6.4,
536,Invasion of the Body Snatchers,1978,PG,115 min,"Horror, Sci-Fi",7.4,75
537,Splice,2009,R,104 min,"Drama, Horror, Sci-Fi",5.7,66
538,RoboCop 2,1990,R,117 min,"Action, Crime, Sci-Fi",5.8,42
539,RoboCop,2014,PG-13,117 min,"Action, Crime, Sci-Fi",6.1,52
540,Battlefield Earth,2000,PG-13,118 min,"Action, Adventure, Sci-Fi",2.5,9
541,Rollerball,1975,Approved,125 min,"Action, Sci-Fi, Sport",6.6,56
542,Dinosaur Hotel,2021, ,77 min,"Horror, Mystery, Sci-Fi",4.5,
543,The Host,2006,R,120 min,"Action, Drama, Horror",7.1,85
544,Ice Age: Collision Course,2016,PG,94 min,"Animation, Adventure, Comedy",5.7,34
545,The Fourth Kind,2009,PG-13,98 min,"Horror, Mystery, Sci-Fi",5.9,34
546,Star Trek VI: the Undiscovered Country,1991,PG,110 min,"Action, Adventure, Sci-Fi",7.2,65
547,Deja Vu,2006,PG-13,126 min,"Action, Crime, Sci-Fi",7.0,59
548,Only,2019,TV-MA,98 min,"Drama, Romance, Sci-Fi",5.1,53
549,Self/less,2015,PG-13,117 min,"Action, Mystery, Sci-Fi",6.5,34
550,Moonraker,1979,PG,126 min,"Action, Adventure, Sci-Fi",6.3,66
551,Code 8,2019,Not Rated,98 min,"Action, Crime, Drama",6.1,48
552,Prospect,2018,R,100 min,"Drama, Sci-Fi, Thriller",6.3,68
553,Scooby-Doo 2: Monsters Unleashed,2004,PG,93 min,"Adventure, Comedy, Family",5.1,34
554,Lucy in the Sky,2019,R,124 min,"Drama, Sci-Fi, Thriller",4.9,36
555,The Wraith,1986,PG-13,93 min,"Action, Horror, Romance",6.0,39
556,Dragonball Evolution,2009,PG,85 min,"Action, Adventure, Fantasy",2.5,45
557,Fantastic Four: Rise of the Silver Surfer,2007,PG,92 min,"Action, Adventure, Fantasy",5.6,45
558,Judge Dredd,1995,R,96 min,"Action, Crime, Sci-Fi",5.6,
559,The Room,2019,Not Rated,100 min,"Drama, Horror, Mystery",6.0,
560,A Quiet Place Part III,2023, , ,"Drama, Horror, Sci-Fi", ,
561,Time Bandits,1981,PG,110 min,"Adventure, Comedy, Fantasy",7.0,79
562,Leviathan,1989,R,98 min,"Adventure, Horror, Mystery",5.8,51
563,Metropolis,1927,Not Rated,153 min,"Drama, Sci-Fi",8.3,98
564,Escape from L.A.,1996,R,101 min,"Action, Adventure, Sci-Fi",5.7,54
565,Neon Genesis Evangelion: The End of Evangelion,1997,TV-MA,87 min,"Animation, Action, Drama",8.1,
566,Tron,1982,PG,96 min,"Action, Adventure, Sci-Fi",6.8,58
567,Congo,1995,PG-13,109 min,"Action, Adventure, Mystery",5.2,22
568,Black Easter,2021,PG-13,113 min,"Action, Adventure, Drama",3.1,
569,Bill & Ted's Bogus Journey,1991,PG,93 min,"Adventure, Comedy, Fantasy",6.3,60
570,Godzilla,I 1998,PG-13,139 min,"Action, Sci-Fi, Thriller",5.4,32
571,Runaway,I 1984,PG-13,99 min,"Action, Crime, Sci-Fi",5.9,50
572,Monsters of Man,2020, ,131 min,"Action, Sci-Fi, Thriller",5.3,
573,Sphere,1998,PG-13,134 min,"Action, Mystery, Sci-Fi",6.1,35
574,Supergirl,1984,PG,124 min,"Action, Adventure, Fantasy",4.4,42
575,Transcendence,I 2014,PG-13,119 min,"Action, Drama, Sci-Fi",6.2,42
576,Turbo,2013,PG,96 min,"Animation, Adventure, Comedy",6.4,58
577,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,103 min,"Adventure, Comedy, Romance",6.4,70
578,The Island of Dr. Moreau,1996,PG-13,96 min,"Horror, Sci-Fi, Thriller",4.5,
579,The Endless,I 2017,Not Rated,111 min,"Drama, Fantasy, Horror",6.5,80
580,Circle,II 2015,Not Rated,87 min,"Drama, Horror, Mystery",6.0,
581,The Banana Splits Movie,2019,R,89 min,"Comedy, Horror, Sci-Fi",5.1,
582,Moonfall,2022, , ,"Action, Adventure, Fantasy", ,
583,Star Trek III: the Search for Spock,1984,PG,105 min,"Action, Adventure, Sci-Fi",6.7,56
584,Zathura: A Space Adventure,2005,PG,101 min,"Action, Adventure, Comedy",6.2,67
585,Deadpool 3,, , ,"Action, Comedy, Sci-Fi", ,
586,Honeymoon,2014,R,87 min,"Drama, Fantasy, Horror",5.7,65
587,Æon Flux,2005,PG-13,93 min,"Action, Adventure, Sci-Fi",5.5,36
588,Resident Evil: Extinction,2007,R,94 min,"Action, Horror, Sci-Fi",6.2,41
589,Mad Max Beyond Thunderdome,1985,PG-13,107 min,"Action, Adventure, Sci-Fi",6.3,71
590,Doom,2005,R,105 min,"Action, Horror, Sci-Fi",5.2,34
591,Jason X,2001,R,92 min,"Action, Horror, Sci-Fi",4.4,25
592,2046,2004,R,129 min,"Drama, Romance, Sci-Fi",7.4,78
593,Midnight Special,2016,PG-13,112 min,"Drama, Mystery, Sci-Fi",6.6,76
594,Speed Racer,2008,PG,135 min,"Action, Adventure, Comedy",6.0,37
595,Superintelligence,2020,PG,106 min,"Comedy, Romance, Sci-Fi",5.4,41
596,Mute,II 2018,TV-MA,126 min,"Mystery, Sci-Fi, Thriller",5.5,35
597,I Origins,2014,R,106 min,"Drama, Mystery, Romance",7.4,57
598,The Andromeda Strain,1971,G,131 min,"Mystery, Sci-Fi, Thriller",7.2,60
599,The Adventures of Sharkboy and Lavagirl 3-D,2004,PG,93 min,"Action, Adventure, Comedy",3.7,38
600,Hotel Artemis,2018,R,94 min,"Action, Crime, Drama",6.1,58
601,The Time Machine,1960,G,103 min,"Adventure, Romance, Sci-Fi",7.6,67
602,Tammy and the T-Rex,1994,PG-13,82 min,"Comedy, Sci-Fi",5.1,
603,Star Trek IV: the Voyage Home,1986,PG,119 min,"Action, Adventure, Comedy",7.3,71
604,Krull,1983,PG,121 min,"Action, Adventure, Fantasy",6.1,45
605,Cargo,I 2017,TV-MA,105 min,"Drama, Horror, Sci-Fi",6.3,65
606,The Fly,1958,Not Rated,94 min,"Drama, Horror, Sci-Fi",7.1,
607,Deep Blue Sea 3,2020,R,100 min,"Action, Horror, Sci-Fi",4.7,
608,Extraction Point,2021, ,72 min,"Action, Sci-Fi",1.2,
609,Superman III,1983,PG,125 min,"Action, Adventure, Comedy",5.0,44
610,Penguins of Madagascar,2014,PG,92 min,"Animation, Adventure, Comedy",6.7,53
611,The Blob,1988,R,95 min,"Horror, Sci-Fi, Thriller",6.5,
612,Nausicaä of the Valley of the Wind,1984,PG,117 min,"Animation, Adventure, Fantasy",8.1,86
613,Battle Los Angeles,2011,PG-13,116 min,"Action, Sci-Fi",5.7,37
614,Evolution,2001,PG-13,101 min,"Comedy, Sci-Fi",6.1,40
615,The Postman,1997,R,177 min,"Action, Adventure, Drama",6.1,29
616,Resident Evil: Afterlife,2010,R,96 min,"Action, Adventure, Horror",5.8,37
617,The Block Island Sound,2020,TV-MA,99 min,"Horror, Mystery, Sci-Fi",5.3,
618,Happily,2021,R,96 min,"Comedy, Crime, Romance",5.3,58
619,Paprika,2006,R,90 min,"Animation, Drama, Fantasy",7.7,81
620,Little Shop of Horrors,, , ,"Comedy, Horror, Musical", ,
621,Furya,, , ,"Action, Adventure, Sci-Fi", ,
622,Z for Zachariah,2015,PG-13,98 min,"Drama, Romance, Sci-Fi",6.0,68
623,Mimic,1997,R,105 min,"Horror, Sci-Fi",6.0,55
624,Universal Soldier,1992,R,102 min,"Action, Sci-Fi",6.0,35
625,Beneath the Planet of the Apes,1970,G,95 min,"Action, Adventure, Sci-Fi",6.1,46
626,The Nutty Professor,1996,PG-13,95 min,"Comedy, Romance, Sci-Fi",5.6,62
627,Anon,I 2018,TV-MA,100 min,"Crime, Sci-Fi, Thriller",6.1,54
628,Deep Rising,1998,R,106 min,"Action, Adventure, Horror",6.1,
629,The Girl with All the Gifts,2016,R,111 min,"Action, Adventure, Drama",6.6,67
630,Flight of the Navigator,1986,PG,90 min,"Adventure, Comedy, Family",6.9,64
631,Flatliners,2017,PG-13,109 min,"Drama, Horror, Mystery",5.2,27
632,Eight Legged Freaks,2002,PG-13,99 min,"Action, Adventure, Comedy",5.4,53
633,Daybreakers,2009,R,98 min,"Action, Adventure, Fantasy",6.4,57
634,King Kong,1933,Passed,100 min,"Adventure, Horror, Sci-Fi",7.9,90
635,Monster Trucks,2016,PG,104 min,"Animation, Action, Adventure",5.7,41
636,Strange Days,1995,R,145 min,"Action, Crime, Drama",7.2,66
637,Explorers,1985,PG,109 min,"Adventure, Comedy, Family",6.5,58
638,Attack the Block,2011,R,88 min,"Action, Adventure, Comedy",6.7,75
639,Shin Godzilla,2016,Not Rated,120 min,"Action, Adventure, Drama",6.8,67
640,Powder,1995,PG-13,111 min,"Drama, Fantasy, Mystery",6.6,
641,Zardoz,1974,R,105 min,"Adventure, Fantasy, Sci-Fi",5.8,46
642,Live Die Repeat and Repeat,, , ,"Action, Adventure, Sci-Fi", ,
643,Critters,1986,PG-13,86 min,"Comedy, Horror, Sci-Fi",6.1,52
644,The Last Starfighter,1984,PG,101 min,"Action, Adventure, Sci-Fi",6.8,67
